,Headline,Type,Username,URL,User URL,Date,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,index,change1,change2,change3,change4,change5,change6,total_change
256,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b55cc875,https://andydufresne66959.lofter.com/,2022-05-05,15,15,15,15,15,15,15,256,0,0,0,0,0,0,0
257,【ADGG】红白玫瑰（37）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b55cb47c,https://banzhujiang.lofter.com/,2022-05-05,3,3,3,3,3,3,3,257,0,0,0,0,0,0,0
258,None,img,墨言渡郅,https://kelaiyin28868.lofter.com/post/318e03c4_2b55ca721,https://kelaiyin28868.lofter.com/,2022-05-05,13,13,13,13,13,13,13,258,0,0,0,0,0,0,0
259,求文,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b55cae2b,https://cissy51358.lofter.com/,2022-05-05,18,18,18,18,18,18,18,259,0,0,0,0,0,0,0
260,None,img,Saven_fine,https://savenfine.lofter.com/post/4cda35f8_2b55c8daa,https://savenfine.lofter.com/,2022-05-05,9,9,9,9,9,9,9,260,0,0,0,0,0,0,0
261,一个关于如果gg死在1945年的决斗中之后的奇葩脑洞,text,一别经年,https://1917131684.lofter.com/post/1d78a8ef_2b55c180c,https://1917131684.lofter.com/,2022-05-05,12,12,12,12,12,12,12,261,0,0,0,0,0,0,0
262,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b55b4b75,https://zhonger84482.lofter.com/,2022-05-04,7,7,7,7,7,7,7,262,0,0,0,0,0,0,0
263,格林德沃小姐,text,Neville Jane Olanjeuf⃒⃘⃤,https://fanmaihuanghundewenrou.lofter.com/post/4bdd0961_2b55b3cd8,https://fanmaihuanghundewenrou.lofter.com/,2022-05-04,9,9,9,9,9,9,9,263,0,0,0,0,0,0,0
264,None,img,Marika,https://xiaokun680.lofter.com/post/30f7f335_2b55b327e,https://xiaokun680.lofter.com/,2022-05-04,3,3,3,3,3,3,3,264,0,0,0,0,0,0,0
265,〖ADGG〗殁,text,楚阿米,https://chuzizhi.lofter.com/post/2023f526_2b55ad14a,https://chuzizhi.lofter.com/,2022-05-04,25,25,25,25,25,25,25,265,0,0,0,0,0,0,0
266,【ADGG】红白玫瑰（36）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b55a809b,https://banzhujiang.lofter.com/,2022-05-04,9,9,9,9,9,9,9,266,0,0,0,0,0,0,0
267,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5586242,https://zhonger84482.lofter.com/,2022-05-03,19,19,19,19,19,19,19,267,0,0,0,0,0,0,0
268,【ggad】格林德沃的自白,text,纖.Cikey,https://ningmengxiaoying.lofter.com/post/4c62d7eb_2b557dacf,https://ningmengxiaoying.lofter.com/,2022-05-03,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0
269,None,img,姬绾扶。,https://yizui12459.lofter.com/post/4ca62733_2b55775dc,https://yizui12459.lofter.com/,2022-05-03,6,6,6,6,6,6,6,269,0,0,0,0,0,0,0
270,None,img,⭐星枕寒流⭐,https://xingzhenhanliu.lofter.com/post/1ff8a846_2b5574e9f,https://xingzhenhanliu.lofter.com/,2022-05-03,2,2,2,2,2,2,2,270,0,0,0,0,0,0,0
271,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b555dea2,https://moinmoin150.lofter.com/,2022-05-03,16,16,16,16,16,16,16,271,0,0,0,0,0,0,0
272,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b555923c,https://zhonger84482.lofter.com/,2022-05-02,33,33,33,33,33,33,33,272,0,0,0,0,0,0,0
273,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b55542f1,https://andydufresne66959.lofter.com/,2022-05-02,22,22,22,22,22,22,22,273,0,0,0,0,0,0,0
274,【ADGG】红白玫瑰（35）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b554db53,https://banzhujiang.lofter.com/,2022-05-02,13,13,13,13,13,13,13,274,0,0,0,0,0,0,0
275,【GGAD】爱与孤独（8）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b5548491,https://cissy51358.lofter.com/,2022-05-02,3,3,3,3,3,3,3,275,0,0,0,0,0,0,0
276,［fb3］用作文审题法打开“还有谁会爱你”,text,璃夏Madeleline.,https://shilixiaya90452.lofter.com/post/31993803_2b5541f9f,https://shilixiaya90452.lofter.com/,2022-05-02,3,3,3,3,3,3,3,276,0,0,0,0,0,0,0
277,None,img,纖.Cikey,https://ningmengxiaoying.lofter.com/post/4c62d7eb_2b5541eb4,https://ningmengxiaoying.lofter.com/,2022-05-02,1,1,1,1,1,1,1,277,0,0,0,0,0,0,0
278,None,img,除了我还有谁会爱你？,https://kaitangshoujieke93541.lofter.com/post/7431e818_2b5532aec,https://kaitangshoujieke93541.lofter.com/,2022-05-02,8,8,8,8,8,8,8,278,0,0,0,0,0,0,0
279,记个大概率不填的脑洞,text,夙玉,https://suyu2868.lofter.com/post/1f6096b9_2b5527e4e,https://suyu2868.lofter.com/,2022-05-01,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0
280,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5526717,https://zhonger84482.lofter.com/,2022-05-01,20,20,20,20,20,20,20,280,0,0,0,0,0,0,0
281,None,img,纪11,https://munan39168.lofter.com/post/4c315aee_2b5525330,https://munan39168.lofter.com/,2022-05-01,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0
282,【adgg】惩罚啦,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b55241f8,https://andydufresne66959.lofter.com/,2022-05-01,12,12,12,13,13,13,13,282,0,0,1,0,0,0,1
283,【ADGG】红白玫瑰（33，34）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b551c939,https://banzhujiang.lofter.com/,2022-05-01,12,12,12,12,12,12,12,283,0,0,0,0,0,0,0
284,神奇动物三观后感,text,KAKf,https://kakf5.lofter.com/post/1f5ca4d1_2b551d812,https://kakf5.lofter.com/,2022-05-01,2,2,2,2,2,2,2,284,0,0,0,0,0,0,0
285,None,img,想喝奶茶,https://bu167.lofter.com/post/1f454d2c_2b55155b8,https://bu167.lofter.com/,2022-05-01,16,16,16,16,16,16,16,285,0,0,0,0,0,0,0
286,爱与不爱的漫长告别,text,糖糕糕,https://mushrovom.lofter.com/post/1d512917_2b54f6099,https://mushrovom.lofter.com/,2022-05-01,29,29,29,30,30,30,30,286,0,0,1,0,0,0,1
287,刚看完邓布利多之谜出来,text,马岱拉的海水,https://511610954.lofter.com/post/1d167808_2b54f7d85,https://511610954.lofter.com/,2022-04-30,13,13,13,13,13,13,13,287,0,0,0,0,0,0,0
288,None,img,明月清风,https://bingjiao104.lofter.com/post/30ba4439_2b54f4e87,https://bingjiao104.lofter.com/,2022-04-30,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0
289,Iðunn,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b54f646f,https://zhonger84482.lofter.com/,2022-04-30,30,31,31,31,31,31,31,289,1,0,0,0,0,0,1
290,【ADGG】红白玫瑰（33）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b54edef7,https://banzhujiang.lofter.com/,2022-04-30,7,7,7,7,7,7,7,290,0,0,0,0,0,0,0
291,在ad是魔法部部长的那个au中，gg是怎样的呢？,text,秒年岛-相对论,https://secyear.lofter.com/post/1ce05ea9_2b54e54b1,https://secyear.lofter.com/,2022-04-30,2,2,2,2,2,2,2,291,0,0,0,0,0,0,0
292,None,img,纪11,https://munan39168.lofter.com/post/4c315aee_2b54f3572,https://munan39168.lofter.com/,2022-04-30,1,1,1,1,1,1,1,292,0,0,0,0,0,0,0
293,None,img,纪11,https://munan39168.lofter.com/post/4c315aee_2b54f4fe3,https://munan39168.lofter.com/,2022-04-30,1,1,1,1,1,1,1,293,0,0,0,0,0,0,0
294,’Second time around‘,text,Heloise.Grindelwald,https://yunju64466.lofter.com/post/31998fa4_2b54eabe0,https://yunju64466.lofter.com/,2022-04-30,2,2,2,2,2,2,2,294,0,0,0,0,0,0,0
295,【ADGG】红白玫瑰（32）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b54c285d,https://banzhujiang.lofter.com/,2022-04-29,4,4,4,4,4,4,4,295,0,0,0,0,0,0,0
296,邓布利多坠塔三十秒｜场景十题。,text,姬绾扶。,https://yizui12459.lofter.com/post/4ca62733_2b54c1110,https://yizui12459.lofter.com/,2022-04-29,7,7,7,7,7,7,7,296,0,0,0,0,0,0,0
297,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b54b454d,https://andydufresne66959.lofter.com/,2022-04-29,26,26,26,26,26,26,26,297,0,0,0,0,0,0,0
298,None,img,阿德加的天狼星,https://9359333868.lofter.com/post/4ba61b7f_2b54ae8f2,https://9359333868.lofter.com/,2022-04-29,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0
299,None,img,姬绾扶。,https://yizui12459.lofter.com/post/4ca62733_2b54ad86b,https://yizui12459.lofter.com/,2022-04-29,1,1,1,1,1,1,1,299,0,0,0,0,0,0,0
300,Iðunn,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b54a5a21,https://zhonger84482.lofter.com/,2022-04-28,26,26,26,26,26,26,26,300,0,0,0,0,0,0,0
301,【ADGG】繁华落尽【三】,text,Silver Sea,https://silversea886.lofter.com/post/1e1c7e12_2b54a78b6,https://silversea886.lofter.com/,2022-04-28,4,4,4,4,4,4,4,301,0,0,0,0,0,0,0
302,【ADGG】繁华落尽【二】,text,Silver Sea,https://silversea886.lofter.com/post/1e1c7e12_2b54a56f6,https://silversea886.lofter.com/,2022-04-28,5,5,5,5,5,5,5,302,0,0,0,0,0,0,0
303,None,img,Capricornus,https://capricornus07519.lofter.com/post/74738c47_2b549b46d,https://capricornus07519.lofter.com/,2022-04-28,1,1,1,1,1,1,1,303,0,0,0,0,0,0,0
304,【GGAD】爱与孤独（番外）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b549a47c,https://cissy51358.lofter.com/,2022-04-28,1,1,1,1,1,1,1,304,0,0,0,0,0,0,0
305,【ADGG】红白玫瑰（31）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b549a44f,https://banzhujiang.lofter.com/,2022-04-28,7,7,7,7,7,7,7,305,0,0,0,0,0,0,0
306,Choice（二）,text,初夏的风木,https://chuxiadefengmu.lofter.com/post/74443b56_2b548cdb3,https://chuxiadefengmu.lofter.com/,2022-04-28,80,80,80,80,80,80,80,306,0,0,0,0,0,0,0
307,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b548ef26,https://shaoyedeqingpingguo40033.lofter.com/,2022-04-28,4,4,4,4,4,4,4,307,0,0,0,0,0,0,0
308,None,img,除了我还有谁会爱你？,https://kaitangshoujieke93541.lofter.com/post/7431e818_2b548845e,https://kaitangshoujieke93541.lofter.com/,2022-04-28,8,8,8,8,8,8,8,308,0,0,0,0,0,0,0
309,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b547fa34,https://andydufresne66959.lofter.com/,2022-04-27,28,28,28,28,28,28,28,309,0,0,0,0,0,0,0
310,【红白玫瑰】（30）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b54855ff,https://banzhujiang.lofter.com/,2022-04-27,6,6,6,6,6,6,6,310,0,0,0,0,0,0,0
311,【ADGG/ALLGG/P/W/P】海底,text,一只大云朵,https://averyhugecloud.lofter.com/post/1e217956_2b5454d7f,https://averyhugecloud.lofter.com/,2022-04-27,1,1,1,1,1,1,1,311,0,0,0,0,0,0,0
312,None,img,除了我还有谁会爱你？,https://kaitangshoujieke93541.lofter.com/post/7431e818_2b547ce9e,https://kaitangshoujieke93541.lofter.com/,2022-04-27,2,2,2,2,2,2,2,312,0,0,0,0,0,0,0
313,None,img,Omisoka Nenko,https://mochi52885.lofter.com/post/741625e5_2b5465d7d,https://mochi52885.lofter.com/,2022-04-26,39,39,39,39,39,39,39,313,0,0,0,0,0,0,0
314,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b5461920,https://andydufresne66959.lofter.com/,2022-04-26,24,24,24,24,24,24,24,314,0,0,0,0,0,0,0
315,None,img,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b545ccda,https://andydufresne66959.lofter.com/,2022-04-26,2,2,2,2,2,2,2,315,0,0,0,0,0,0,0
316,【ADGG】红白玫瑰（二十九）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b545bccb,https://banzhujiang.lofter.com/,2022-04-26,8,8,8,8,8,8,8,316,0,0,0,0,0,0,0
317,ADGG-群百人福利（虽然还没有真正百人）,text,千•瓦（格林德沃是我老婆 回复请先看简介）,https://kw26597.lofter.com/post/4b98fd4b_2b544f1f3,https://kw26597.lofter.com/,2022-04-26,15,15,15,15,15,15,15,317,0,0,0,0,0,0,0
318,Choice（GG中心）（一）,text,初夏的风木,https://chuxiadefengmu.lofter.com/post/74443b56_2b544b144,https://chuxiadefengmu.lofter.com/,2022-04-25,12,12,12,12,12,12,12,318,0,0,0,0,0,0,0
319,【ADGG】红白玫瑰（二十八）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b5445cef,https://banzhujiang.lofter.com/,2022-04-25,5,5,5,5,5,5,5,319,0,0,0,0,0,0,0
320,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b543f011,https://zhonger84482.lofter.com/,2022-04-25,22,22,22,22,22,22,22,320,0,0,0,0,0,0,0
321,求文！,text,Heloise.Grindelwald,https://yunju64466.lofter.com/post/31998fa4_2b543b5d4,https://yunju64466.lofter.com/,2022-04-25,16,16,16,16,16,16,16,321,0,0,0,0,0,0,0
322,问问关于原著的事,text,岚璟楚辽,https://lanjingchuliao895.lofter.com/post/1f529b0a_2b543be3d,https://lanjingchuliao895.lofter.com/,2022-04-25,5,5,5,5,5,5,5,322,0,0,0,0,0,0,0
323,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b542ed10,https://moinmoin150.lofter.com/,2022-04-25,22,22,22,22,22,22,22,323,0,0,0,0,0,0,0
324,HP 救世主的舅舅,text,Omisoka Nenko,https://mochi52885.lofter.com/post/741625e5_2b542a93f,https://mochi52885.lofter.com/,2022-04-24,2,2,2,2,2,2,2,324,0,0,0,0,0,0,0
325,【ADGG】红白玫瑰（二十七）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b542335b,https://banzhujiang.lofter.com/,2022-04-24,16,16,16,16,16,16,16,325,0,0,0,0,0,0,0
326,【GGAD】爱与孤独（7）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b5391d87,https://cissy51358.lofter.com/,2022-04-24,2,2,2,2,2,2,2,326,0,0,0,0,0,0,0
327,【ADGG】红白玫瑰（二十六）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b541f1f8,https://banzhujiang.lofter.com/,2022-04-24,11,11,11,11,11,11,11,327,0,0,0,0,0,0,0
328,【授翻】德姆斯特朗的最佳学生（40.2）,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b54175ac,https://moinmoin150.lofter.com/,2022-04-24,15,15,15,15,15,15,15,328,0,0,0,0,0,0,0
329,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b540fd11,https://shaoyedeqingpingguo40033.lofter.com/,2022-04-24,6,6,6,6,6,6,6,329,0,0,0,0,0,0,0
330,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b540f3f0,https://moinmoin150.lofter.com/,2022-04-24,17,17,17,17,17,17,17,330,0,0,0,0,0,0,0
331,呵呵……不愧是你们,text,冷夕,https://dongfangbubai051.lofter.com/post/1f0e4a58_2b540c315,https://dongfangbubai051.lofter.com/,2022-04-24,28,28,28,28,28,28,28,331,0,0,0,0,0,0,0
332,【ggadgg】新生时代 00,text,＿阡陌.,https://qianmo37489.lofter.com/post/73d0399b_2b540b9c7,https://qianmo37489.lofter.com/,2022-04-23,2,2,2,2,2,2,2,332,0,0,0,0,0,0,0
333,HP 救世主的舅舅,text,Omisoka Nenko,https://mochi52885.lofter.com/post/741625e5_2b5408191,https://mochi52885.lofter.com/,2022-04-23,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0
334,【ADGG】繁华落尽,text,Silver Sea,https://silversea886.lofter.com/post/1e1c7e12_2b540a700,https://silversea886.lofter.com/,2022-04-23,15,15,15,15,15,15,15,334,0,0,0,0,0,0,0
335,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b540b94d,https://moinmoin150.lofter.com/,2022-04-23,22,22,22,22,22,22,22,335,0,0,0,0,0,0,0
336,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5402be6,https://zhonger84482.lofter.com/,2022-04-23,43,43,43,43,43,43,43,336,0,0,0,0,0,0,0
337,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53fd398,https://andydufresne66959.lofter.com/,2022-04-23,14,14,14,14,14,14,14,337,0,0,0,0,0,0,0
338,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53f9b1e,https://banzhujiang.lofter.com/,2022-04-23,18,18,18,18,18,18,18,338,0,0,0,0,0,0,0
339,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53fda1d,https://banzhujiang.lofter.com/,2022-04-23,4,4,4,4,4,4,4,339,0,0,0,0,0,0,0
340,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53fc392,https://banzhujiang.lofter.com/,2022-04-23,1,1,1,1,1,1,1,340,0,0,0,0,0,0,0
341,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53fa983,https://banzhujiang.lofter.com/,2022-04-23,3,3,3,3,3,3,3,341,0,0,0,0,0,0,0
342,【GGAD】爱与孤独（6）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b5300735,https://cissy51358.lofter.com/,2022-04-23,6,6,6,6,6,6,6,342,0,0,0,0,0,0,0
343,【斯莉】生命的尽头,text,穆然,https://qiantuwuliang21525.lofter.com/post/74093876_2b53e5ea8,https://qiantuwuliang21525.lofter.com/,2022-04-23,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0
344,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b53e118a,https://moinmoin150.lofter.com/,2022-04-22,4,4,4,4,4,4,4,344,0,0,0,0,0,0,0
345,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53d44c9,https://andydufresne66959.lofter.com/,2022-04-22,9,9,10,10,10,10,10,345,0,1,0,0,0,0,1
346,Enemy,text,打烊,https://dayang03635.lofter.com/post/7470b998_2b53b2339,https://dayang03635.lofter.com/,2022-04-22,4,4,4,4,4,4,4,346,0,0,0,0,0,0,0
347,None,img,电灯泡它亮如白昼,https://hulanhe23476.lofter.com/post/740dfe2d_2b53ce01e,https://hulanhe23476.lofter.com/,2022-04-22,1,1,1,1,1,1,1,347,0,0,0,0,0,0,0
348,【ADGG】红白玫瑰（二十四）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53d0f8e,https://banzhujiang.lofter.com/,2022-04-22,31,31,31,31,31,31,31,348,0,0,0,0,0,0,0
349,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53c5edc,https://andydufresne66959.lofter.com/,2022-04-22,7,7,7,7,7,7,7,349,0,0,0,0,0,0,0
350,【始终是你尾声】我Vati的祝福,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b53ca2e9,https://moinmoin150.lofter.com/,2022-04-22,10,10,10,10,10,10,10,350,0,0,0,0,0,0,0
351,《世上最短章节》（狗尾）,text,XYan,https://xyans.lofter.com/post/4c54b97f_2b53ca9b8,https://xyans.lofter.com/,2022-04-22,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0
352,〖ADGG〗〖gg中心〗孑,text,楚阿米,https://chuzizhi.lofter.com/post/2023f526_2b53c8e80,https://chuzizhi.lofter.com/,2022-04-22,34,35,35,35,35,35,35,352,1,0,0,0,0,0,1
353,ADGG|温柔地割开你的颈动脉02,text,c_ass_y,https://anotherpartofthenamecassy.lofter.com/post/1e9d638f_2b53bea76,https://anotherpartofthenamecassy.lofter.com/,2022-04-21,3,3,3,3,3,3,3,353,0,0,0,0,0,0,0
354,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53b20f8,https://andydufresne66959.lofter.com/,2022-04-21,13,13,13,13,13,13,13,354,0,0,0,0,0,0,0
355,【ADGG】红白玫瑰（二十三）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53ad446,https://banzhujiang.lofter.com/,2022-04-21,20,20,20,20,20,20,20,355,0,0,0,0,0,0,0
356,【ADGG】一些脑洞,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53a79a4,https://banzhujiang.lofter.com/,2022-04-21,2,2,2,2,2,2,2,356,0,0,0,0,0,0,0
357,死期未至,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b53a2fcb,https://moinmoin150.lofter.com/,2022-04-21,12,12,12,12,12,12,12,357,0,0,0,0,0,0,0
358,None,img,想喝奶茶,https://bu167.lofter.com/post/1f454d2c_2b539e3c9,https://bu167.lofter.com/,2022-04-20,8,8,8,8,8,8,8,358,0,0,0,0,0,0,0
359,Iðunn,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b539c889,https://zhonger84482.lofter.com/,2022-04-20,15,15,15,15,15,15,15,359,0,0,0,0,0,0,0
360,None,img,孜然撒一身,https://rdhmerduohema.lofter.com/post/1f194ced_2b5395b55,https://rdhmerduohema.lofter.com/,2022-04-20,23,23,23,23,23,23,23,360,0,0,0,0,0,0,0
361,【ADGG】红白玫瑰（二十二）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b538dc17,https://banzhujiang.lofter.com/,2022-04-20,21,21,21,21,21,21,21,361,0,0,0,0,0,0,0
362,【ADGG】红白玫瑰（二十一）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b536fd2b,https://banzhujiang.lofter.com/,2022-04-19,11,11,11,11,11,11,11,362,0,0,0,0,0,0,0
363,若非梦境,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b536d566,https://moinmoin150.lofter.com/,2022-04-19,7,7,7,7,7,7,7,363,0,0,0,0,0,0,0
364,电影ADGG,text,bellis漫漫,https://bellismanman.lofter.com/post/1eca78f5_2b5360e4a,https://bellismanman.lofter.com/,2022-04-18,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0
365,None,img,想喝奶茶,https://bu167.lofter.com/post/1f454d2c_2b5360a63,https://bu167.lofter.com/,2022-04-18,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0
366,None,img,南尘,https://tingyuluopingxixie.lofter.com/post/31b89ac4_2b535d1f6,https://tingyuluopingxixie.lofter.com/,2022-04-18,107,107,108,108,109,112,112,366,0,1,0,1,3,0,5
367,None,img,酒武肆叁贰,https://jiuwusisaner.lofter.com/post/1eecce3e_2b535a7c1,https://jiuwusisaner.lofter.com/,2022-04-18,3,3,3,3,3,3,3,367,0,0,0,0,0,0,0
368,GGDM 飞鸟与荆棘14,text,曲酒还行（我和毕设迟早要疯一个）,https://nishuidelanjing.lofter.com/post/1ee93689_2b535c4c7,https://nishuidelanjing.lofter.com/,2022-04-18,7,7,7,7,7,7,7,368,0,0,0,0,0,0,0
369,旁观者,text,纪11,https://munan39168.lofter.com/post/4c315aee_2b53573ad,https://munan39168.lofter.com/,2022-04-18,3,3,3,3,3,3,3,369,0,0,0,0,0,0,0
370,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b5318b72,https://andydufresne66959.lofter.com/,2022-04-18,17,17,17,17,17,17,17,370,0,0,0,0,0,0,0
371,【ADGG】红白玫瑰（二十）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534ef0c,https://banzhujiang.lofter.com/,2022-04-18,8,8,8,8,8,8,8,371,0,0,0,0,0,0,0
372,None,img,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534e5b2,https://banzhujiang.lofter.com/,2022-04-18,2,2,2,2,2,2,2,372,0,0,0,0,0,0,0
373,None,img,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534cb5e,https://banzhujiang.lofter.com/,2022-04-18,4,4,4,4,4,5,5,373,0,0,0,0,1,0,1
374,【ADGG】红白玫瑰（十九）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534e594,https://banzhujiang.lofter.com/,2022-04-18,8,8,8,8,8,8,8,374,0,0,0,0,0,0,0
375,爱情不及逻辑的一半有用,text,夜航,https://westwiththenight2021.lofter.com/post/1f6837ef_2b534b18a,https://westwiththenight2021.lofter.com/,2022-04-18,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0
376,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5346d9c,https://moinmoin150.lofter.com/,2022-04-18,36,36,36,36,36,36,36,376,0,0,0,0,0,0,0
377,None,img,粥粥派派在一起,https://zhouzhoupaipaizaiyiqi.lofter.com/post/4d06b457_2b5343418,https://zhouzhoupaipaizaiyiqi.lofter.com/,2022-04-18,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0
378,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5336e2d,https://zhonger84482.lofter.com/,2022-04-17,42,42,42,42,42,42,42,378,0,0,0,0,0,0,0
379,说真的，我是个啥？？？？（占tag致歉）（一年后再看到可能会尴尬死）,text,千•瓦（格林德沃是我老婆 回复请先看简介）,https://kw26597.lofter.com/post/4b98fd4b_2b533920f,https://kw26597.lofter.com/,2022-04-17,14,14,14,14,14,14,14,379,0,0,0,0,0,0,0
380,【ADGG】红白玫瑰（十八）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b532aab7,https://banzhujiang.lofter.com/,2022-04-17,22,22,22,22,22,22,22,380,0,0,0,0,0,0,0
381,【授翻】德姆斯特朗的最佳学生（40.1）,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5325571,https://moinmoin150.lofter.com/,2022-04-17,3,3,3,3,3,3,3,381,0,0,0,0,0,0,0
382,【ADGG】红白玫瑰（十七）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b531d15d,https://banzhujiang.lofter.com/,2022-04-17,10,10,10,10,10,10,10,382,0,0,0,0,0,0,0
383,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5319eed,https://moinmoin150.lofter.com/,2022-04-17,69,70,72,72,72,72,72,383,1,2,0,0,0,0,3
384,ADGG|温柔地割开你的颈动脉01,text,c_ass_y,https://anotherpartofthenamecassy.lofter.com/post/1e9d638f_2b5309e2a,https://anotherpartofthenamecassy.lofter.com/,2022-04-16,6,6,6,6,6,6,6,384,0,0,0,0,0,0,0
