,Headline,Type,Username,URL,User URL,Date,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,index,change1,change2,change3,change4,change5,change6,total_change
372,【GGAD】《血盟故障维修处》#9,text,红笔掉了,https://hongbidiaole.lofter.com/post/4c40725b_2b5bc3412,https://hongbidiaole.lofter.com/,2022-06-15,43,43,45,45,45,45,45,372,0,2,0,0,0,0,2
373,None,img,北染_Sean.,https://baijie25562.lofter.com/post/73b8d6de_2b5bc21c7,https://baijie25562.lofter.com/,2022-06-15,20,20,20,20,20,20,20,373,0,0,0,0,0,0,0
374,The Charge Of Pure（十一）,text,奇怪的荔枝,https://miracleriddle.lofter.com/post/1e0406f4_2b5bc1d77,https://miracleriddle.lofter.com/,2022-06-15,17,17,17,18,18,18,18,374,0,0,1,0,0,0,1
375,【GGAD】因为我曾爱过你,text,木羽,https://muyu1024.lofter.com/post/31c2fda3_2b5b9644e,https://muyu1024.lofter.com/,2022-06-15,28,28,29,29,29,29,29,375,0,1,0,0,0,0,1
376,8 GG连口AD的零食都不给枫吃（雾）,text,半夜又饿醒了,https://banyeyouexingle.lofter.com/post/74375a6a_2b5ba79a4,https://banyeyouexingle.lofter.com/,2022-06-15,64,66,66,67,67,67,68,376,2,0,1,0,0,1,4
377,迷情剂,text,静寂麟,https://yun6749711.lofter.com/post/74d5188a_2b5bc1c50,https://yun6749711.lofter.com/,2022-06-15,38,39,39,39,39,39,39,377,1,0,0,0,0,0,1
378,【GGAD】#格林德沃家暴#进化史（下）,text,狐安衾,https://anastaciablack.lofter.com/post/1d1e0d4b_2b5bc2eee,https://anastaciablack.lofter.com/,2022-06-15,30,30,31,31,31,31,32,378,0,1,0,0,0,1,2
379,None,img,tttttt   ⃒⃘⃤,https://tttttt60232.lofter.com/post/73ce49c3_2b5bc0531,https://tttttt60232.lofter.com/,2022-06-15,1,1,1,1,1,1,1,379,0,0,0,0,0,0,0
380,如何在欧洲老醋王的手下成功生存,text,快快乐乐小混蛋,https://lantong823.lofter.com/post/20236253_2b5b7ce9c,https://lantong823.lofter.com/,2022-06-15,151,175,188,195,206,215,222,380,24,13,7,11,9,7,71
381,【GGAD】关于我穿进原著当别人的女儿的那些事9,text,地精不是精,https://yun4810050.lofter.com/post/73f2a831_2b5bc321f,https://yun4810050.lofter.com/,2022-06-15,58,59,61,62,62,65,64,381,1,2,1,0,3,-1,6
382,【ggad】邓布利多生平{失去},text,GGAD,https://ggad348358.lofter.com/post/4cae8641_2b5bc07aa,https://ggad348358.lofter.com/,2022-06-15,10,10,10,10,10,10,10,382,0,0,0,0,0,0,0
383,问穿越以后发现自己有一个表弟叫做格林德沃该怎么办,text,九福【迷·雨】,https://jiufu53664.lofter.com/post/312b031e_2b5bc1ee7,https://jiufu53664.lofter.com/,2022-06-15,33,40,45,52,59,72,88,383,7,5,7,7,13,16,55
384,None,img,第一位圣徒 ⃒⃘⃤,https://diyiweishengtu.lofter.com/post/7490e406_2b5bbfcdc,https://diyiweishengtu.lofter.com/,2022-06-15,2,2,2,2,2,2,2,384,0,0,0,0,0,0,0
385,None,img,声断,https://mocheng662.lofter.com/post/20144f91_2b5bc1721,https://mocheng662.lofter.com/,2022-06-15,4,4,4,4,4,4,4,385,0,0,0,0,0,0,0
386,None,img,Hercy-Li  赫昔   ⃒⃘⃤,https://zhushengcaojun.lofter.com/post/31d212dc_2b5bc1aa2,https://zhushengcaojun.lofter.com/,2022-06-15,17,17,17,17,17,17,17,386,0,0,0,0,0,0,0
387,【GGAD】酒日低语「1」,text,余浊在亞特蘭蒂斯,https://honghongneko.lofter.com/post/1f4ebbd3_2b5bbcad0,https://honghongneko.lofter.com/,2022-06-15,12,12,13,13,16,16,17,387,0,1,0,3,0,1,5
388,通知（至6.24）,text,适量白糖,https://shiduanchoua.lofter.com/post/4ceec250_2b5bbb0b1,https://shiduanchoua.lofter.com/,2022-06-15,2,2,2,2,2,4,4,388,0,0,0,0,2,0,2
389,通知,text,夜亓不是夜骐,https://yqbsyq.lofter.com/post/7437e7e2_2b5bbc282,https://yqbsyq.lofter.com/,2022-06-15,1,1,1,1,1,1,1,389,0,0,0,0,0,0,0
390,怎样用女儿挽回老相好66,text,Anna-图兰朵,https://anna-tulanduo.lofter.com/post/1f61c809_2b5ac6fc8,https://anna-tulanduo.lofter.com/,2022-06-15,79,80,81,82,85,86,87,390,1,1,1,3,1,1,8
391,【纽特x你x忒修斯】我的冤种老爹们8,text,青妩Echo（邓布利多的狗版,https://yaoyao65798.lofter.com/post/31bf63f3_2b5bb8995,https://yaoyao65798.lofter.com/,2022-06-15,155,158,159,162,165,170,177,391,3,1,3,3,5,7,22
392,恶欲,text,ILOVEYOU,https://arkensaw.lofter.com/post/1e53c918_2b5bb0185,https://arkensaw.lofter.com/,2022-06-15,444,481,504,509,515,534,537,392,37,23,5,6,19,3,93
393,35.缺失的记忆,text,赫奇帕奇在读吃货,https://chengzihexiangjiao10609.lofter.com/post/4d0a82c2_2b5bb6e0e,https://chengzihexiangjiao10609.lofter.com/,2022-06-15,199,197,189,189,190,193,189,393,-2,-8,0,1,3,-4,-10
394,我捍卫你的爱 第二十章,text,陈埃,https://chenai226.lofter.com/post/2011526d_2b5bb6ce8,https://chenai226.lofter.com/,2022-06-15,16,19,19,21,22,22,22,394,3,0,2,1,0,0,6
395,【GGAD】当采访GGAD时,text,格格巫,https://yuanqixiaolin65290.lofter.com/post/744a127e_2b5bb8136,https://yuanqixiaolin65290.lofter.com/,2022-06-15,3,3,3,3,3,3,3,395,0,0,0,0,0,0,0
396,None,img,苏夫人纪濂 ⃒⃘⃤ ,https://guiyi119.lofter.com/post/1f1d5f10_2b5bba5f6,https://guiyi119.lofter.com/,2022-06-15,11,12,13,13,13,13,13,396,1,1,0,0,0,0,2
397,None,img,槿澂,https://santellina.lofter.com/post/74544467_2b5bbb1bb,https://santellina.lofter.com/,2022-06-15,21,23,24,24,24,24,24,397,2,1,0,0,0,0,3
398,安详纽特在德国魔法部,text,吴山寒,https://zhaojie30935.lofter.com/post/4d07acb8_2b5bb8372,https://zhaojie30935.lofter.com/,2022-06-15,9,12,12,12,12,12,12,398,3,0,0,0,0,0,3
399,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b5bb3787,https://shaoyedeqingpingguo40033.lofter.com/,2022-06-15,595,626,657,667,680,698,707,399,31,31,10,13,18,9,112
400,崩坏,text,Lorisen,https://2283399288.lofter.com/post/31b8f77a_2b5bb3755,https://2283399288.lofter.com/,2022-06-15,16,16,18,21,21,22,22,400,0,2,3,0,1,0,6
401,蜂蜜公爵糖果店,text,EmmaHermio,https://emmahermio.lofter.com/post/74ddbec1_2b5bb8e09,https://emmahermio.lofter.com/,2022-06-15,27,28,28,29,31,31,31,401,1,0,1,2,0,0,4
402,哈德未来的的孩子观影体,text,陌染,https://azuotiandefeng.lofter.com/post/31943d82_2b5bb5489,https://azuotiandefeng.lofter.com/,2022-06-15,93,105,107,111,114,119,121,402,12,2,4,3,5,2,28
403,【GGAD少年组】德姆斯特朗交换生33,text,一只毛线球  ⃒⃘⃤,https://fluffyball.lofter.com/post/30bf7df9_2b5bb4990,https://fluffyball.lofter.com/,2022-06-15,318,322,327,332,333,336,341,403,4,5,5,1,3,5,23
404,关于GGAD（仅代表个人看法，不喜欢可以退出，求轻喷）,text,夕阳掉进我心里,https://xiyangdiaojinwixinli.lofter.com/post/1f01a52e_2b5bb635e,https://xiyangdiaojinwixinli.lofter.com/,2022-06-15,2,2,2,2,2,2,2,404,0,0,0,0,0,0,0
405,None,img,一头要变廋的猪,https://yier720094.lofter.com/post/741e0d3b_2b5bb62fe,https://yier720094.lofter.com/,2022-06-15,201,234,276,318,348,374,403,405,33,42,42,30,26,29,202
406,【GGAD】盖勒特•格林德沃的日记,text,一头要变廋的猪,https://yier720094.lofter.com/post/741e0d3b_2b5bb10ec,https://yier720094.lofter.com/,2022-06-15,11,11,11,11,11,12,12,406,0,0,0,0,1,0,1
407,羁旅（1）,text,Ezekiel,https://wangpangshuangmulin.lofter.com/post/4c775c1e_2b5bae98c,https://wangpangshuangmulin.lofter.com/,2022-06-15,5,5,5,5,5,5,5,407,0,0,0,0,0,0,0
408,GGAD让人类保持理智26,text,leiluo,https://leiluo935.lofter.com/post/201734af_2b5bb166e,https://leiluo935.lofter.com/,2022-06-15,1,1,1,1,1,1,1,408,0,0,0,0,0,0,0
409,羊毛袜Woolen socks,text,EmKibyio,https://yang196827.lofter.com/post/31c5f82a_2b5bafbc0,https://yang196827.lofter.com/,2022-06-15,2,2,2,2,2,2,2,409,0,0,0,0,0,0,0
410,占tag抱歉,text,夏季限定柠檬雪宝,https://xiajixiandingningmengxuebao.lofter.com/post/74dd7099_2b5bb02b3,https://xiajixiandingningmengxuebao.lofter.com/,2022-06-15,4,4,4,4,4,4,4,410,0,0,0,0,0,0,0
411,哈德未来的的孩子观影体,text,陌染,https://azuotiandefeng.lofter.com/post/31943d82_2b5b99c5a,https://azuotiandefeng.lofter.com/,2022-06-15,86,93,92,97,100,102,103,411,7,-1,5,3,2,1,17
412,浅浅插个flag在此,text,Ezekiel,https://wangpangshuangmulin.lofter.com/post/4c775c1e_2b5bb124f,https://wangpangshuangmulin.lofter.com/,2022-06-15,2,2,2,2,2,2,2,412,0,0,0,0,0,0,0
413,None,img,前朔,https://riscky47.lofter.com/post/351ea5_2b5bb0740,https://riscky47.lofter.com/,2022-06-15,426,502,549,574,600,645,669,413,76,47,25,26,45,24,243
414,None,img,这是一碗泡面汤,https://gaara951.lofter.com/post/1fadb982_2b5bb2860,https://gaara951.lofter.com/,2022-06-15,8,8,8,8,8,8,8,414,0,0,0,0,0,0,0
415,我有罪……刚知道GGAD的我和智障一样,text,和破特抢GGAD粉头~ ⃒⃘⃤,https://biandexiaoguaiwu.lofter.com/post/74d0a380_2b5bb0d51,https://biandexiaoguaiwu.lofter.com/,2022-06-15,7,8,8,8,8,8,8,415,1,0,0,0,0,0,1
416,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5bb1514,https://moinmoin150.lofter.com/,2022-06-15,52,54,54,54,54,54,54,416,2,0,0,0,0,0,2
417,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5badafb,https://moinmoin150.lofter.com/,2022-06-14,73,76,76,76,76,77,78,417,3,0,0,0,1,1,5
418,(GGAD同人文) 夏季的玫瑰21,text,丶墨御涵,https://moyuhan59022.lofter.com/post/31cd8d85_2b5ba804c,https://moyuhan59022.lofter.com/,2022-06-14,29,29,29,29,29,29,30,418,0,0,0,0,0,1,1
419,【GGAD】审讯（中）,text,临和,https://chaoci82393.lofter.com/post/315b62fa_2b5ba7fca,https://chaoci82393.lofter.com/,2022-06-14,116,122,134,142,152,160,178,419,6,12,8,10,8,18,62
420,GG发现有第二只麒麟时转变了策略,text,于林之下,https://tuguochengcaowodudongxing.lofter.com/post/30b07413_2b5ba9dba,https://tuguochengcaowodudongxing.lofter.com/,2022-06-14,10,10,10,10,10,10,10,420,0,0,0,0,0,0,0
421,[GGAD]我和我的冤种表弟,text,小赫不能说不行！,https://ryqxhygdbq.lofter.com/post/1dd2aea4_2b5bab354,https://ryqxhygdbq.lofter.com/,2022-06-14,277,289,303,302,305,306,312,421,12,14,-1,3,1,6,35
422,【GGAD】改变长存（序）,text,颜微,https://yanwei1325.lofter.com/post/32256e64_2b5ba8271,https://yanwei1325.lofter.com/,2022-06-14,9,9,9,9,9,10,10,422,0,0,0,0,1,0,1
423,None,img,可以给我也整一个吗,https://fujiangfujiangwobushiqiongheshishuangshuang.lofter.com/post/312a7f88_2b5ba495f,https://fujiangfujiangwobushiqiongheshishuangshuang.lofter.com/,2022-06-14,31,31,31,31,31,31,31,423,0,0,0,0,0,0,0
424,None,img,花田紫薯,https://815058.lofter.com/post/3141bb_2b5ba81df,https://815058.lofter.com/,2022-06-14,1700,1969,2210,2347,2487,2654,2787,424,269,241,137,140,167,133,1087
425,哈利波特大战异形（十）,text,风车,https://messier101.lofter.com/post/1e3aba94_2b5ba6ae8,https://messier101.lofter.com/,2022-06-14,13,13,13,13,13,13,13,425,0,0,0,0,0,0,0
426,【GGAD】十一幕戏（上）,text,我不吃饭我吃啥,https://feishierjingnijiwozhanzhu.lofter.com/post/3097e6f9_2b5ba5119,https://feishierjingnijiwozhanzhu.lofter.com/,2022-06-14,22,23,24,25,26,26,28,426,1,1,1,1,0,2,6
427,【GGAD】镜中人（上）,text,择日疯,https://1452466720.lofter.com/post/1d78c8b9_2b5ba21c5,https://1452466720.lofter.com/,2022-06-14,94,98,101,101,101,102,104,427,4,3,0,0,1,2,10
428,我捍卫你的爱 第十九章,text,陈埃,https://chenai226.lofter.com/post/2011526d_2b5ba3578,https://chenai226.lofter.com/,2022-06-14,11,14,14,16,17,17,17,428,3,0,2,1,0,0,6
429,问穿越后发现自己有一个表弟叫格林德沃该怎么办,text,九福【迷·雨】,https://jiufu53664.lofter.com/post/312b031e_2b5ba53ef,https://jiufu53664.lofter.com/,2022-06-14,46,53,61,71,80,93,108,429,7,8,10,9,13,15,62
430,None,img,第一位圣徒 ⃒⃘⃤,https://diyiweishengtu.lofter.com/post/7490e406_2b5ba695c,https://diyiweishengtu.lofter.com/,2022-06-14,19,20,20,20,20,20,20,430,1,0,0,0,0,0,1
431,None,img,红白慕斯绒【清稿件去了版】,https://xiaozhanbuhubugaiminger.lofter.com/post/31fafe98_2b5ba24f5,https://xiaozhanbuhubugaiminger.lofter.com/,2022-06-14,12,12,12,12,12,12,12,431,0,0,0,0,0,0,0
432,7 终于被想起来的主线任务,text,半夜又饿醒了,https://banyeyouexingle.lofter.com/post/74375a6a_2b5ba27da,https://banyeyouexingle.lofter.com/,2022-06-14,58,59,61,62,62,62,63,432,1,2,1,0,0,1,5
433,None,img,九落,https://jiuluo18540.lofter.com/post/7486d8c7_2b5ba32a2,https://jiuluo18540.lofter.com/,2022-06-14,3,3,3,3,3,3,3,433,0,0,0,0,0,0,0
434,穿越原著后身为圣徒家族的我来到了霍格沃茨【1】,text,阿水,https://1662748083.lofter.com/post/4c23424a_2b5b9f256,https://1662748083.lofter.com/,2022-06-14,13,13,16,16,17,21,23,434,0,3,0,1,4,2,10
435,【GGAD】纽蒙迦德的孩子（三）,text,我欲天自来,https://wanguliufang68669.lofter.com/post/4b9be2b9_2b5ba327e,https://wanguliufang68669.lofter.com/,2022-06-14,181,187,188,193,196,197,197,435,6,1,5,3,1,0,16
436,None,img,阿不思·邓不利多,https://abusidengbuliduo37692.lofter.com/post/74e1afe3_2b5b9f18b,https://abusidengbuliduo37692.lofter.com/,2022-06-14,26,26,26,26,26,26,26,436,0,0,0,0,0,0,0
437,西西弗斯的石头,text,雨夜奔逃,https://xuwenzu07075.lofter.com/post/315fb0af_2b5b9b540,https://xuwenzu07075.lofter.com/,2022-06-14,12,14,14,16,16,16,18,437,2,0,2,0,0,2,6
438,【GGAD】爱意难藏（上）,text,Argyle,https://argyle00284.lofter.com/post/73d34eba_2b5b83bf7,https://argyle00284.lofter.com/,2022-06-14,277,295,310,319,333,341,349,438,18,15,9,14,8,8,72
439,纽蒙迦德梦境实录（1）,text,梦境守护者,https://ae847.lofter.com/post/73eee939_2b5b9b04c,https://ae847.lofter.com/,2022-06-14,10,10,10,10,10,10,10,439,0,0,0,0,0,0,0
440,None,img,破特的大眼睛,https://shenqidongwushangdiandianzhangpeiqi.lofter.com/post/741c1907_2b5b9dacd,https://shenqidongwushangdiandianzhangpeiqi.lofter.com/,2022-06-14,14,15,16,16,16,16,16,440,1,1,0,0,0,0,2
441,None,img,Venus C. England,https://nagiladanwang.lofter.com/post/7493260b_2b5b9e5c6,https://nagiladanwang.lofter.com/,2022-06-14,10,10,10,10,10,10,10,441,0,0,0,0,0,0,0
442,None,img,狼烟,https://muhailangyan.lofter.com/post/311464b0_2b5b9edf3,https://muhailangyan.lofter.com/,2022-06-14,757,791,820,865,919,964,1013,442,34,29,45,54,45,49,256
443,【GGAD】寒冷的夏天（十）,text,为了果尔德施坦因,https://conquerityouwill.lofter.com/post/200c5a69_2b5b9a8a8,https://conquerityouwill.lofter.com/,2022-06-14,55,57,58,58,58,59,60,443,2,1,0,0,1,1,5
444,【GGAD】寒冷的夏天（九）,text,为了果尔德施坦因,https://conquerityouwill.lofter.com/post/200c5a69_2b5b9e8f4,https://conquerityouwill.lofter.com/,2022-06-14,24,24,24,24,24,27,27,444,0,0,0,0,3,0,3
445,【GGAD】寒冷的夏天（八）,text,为了果尔德施坦因,https://conquerityouwill.lofter.com/post/200c5a69_2b5b9d56d,https://conquerityouwill.lofter.com/,2022-06-14,22,22,22,22,22,23,24,445,0,0,0,0,1,1,2
446,【五十四】车的部分……,text,耿鬼,https://genggui00633.lofter.com/post/4c33acbe_2b5b9ecaf,https://genggui00633.lofter.com/,2022-06-14,223,227,239,244,245,254,259,446,4,12,5,1,9,5,36
447,None,img,Zaco,https://huangzhiyuan00055.lofter.com/post/4cd77e66_2b5b9a807,https://huangzhiyuan00055.lofter.com/,2022-06-14,702,709,715,722,726,736,740,447,7,6,7,4,10,4,38
448,GGAD 牢笼 第一章,text,海丽安娜,https://rowenaravenclaw26777.lofter.com/post/4b5ef477_2b5b998a5,https://rowenaravenclaw26777.lofter.com/,2022-06-14,44,50,53,60,65,81,102,448,6,3,7,5,16,21,58
449,【GGAD】不用魔法如何在麻瓜世界存活一个月,text,屑,https://miao413484.lofter.com/post/4d2668d4_2b5a0345f,https://miao413484.lofter.com/,2022-06-14,24,24,24,24,24,25,25,449,0,0,0,0,1,0,1
450,怎样用女儿挽回老相好65,text,Anna-图兰朵,https://anna-tulanduo.lofter.com/post/1f61c809_2b5aba2ee,https://anna-tulanduo.lofter.com/,2022-06-14,76,76,77,77,78,79,80,450,0,1,0,1,1,1,4
451,和男友分手以后（十一）,text,刹那芳华,https://chaneifanghua515.lofter.com/post/30b0a4b5_2b5b79f46,https://chaneifanghua515.lofter.com/,2022-06-14,31,32,31,34,36,37,39,451,1,-1,3,2,1,2,8
452,【GGAD】 Utopia 2.5,text,Hoodie,https://hoodie431.lofter.com/post/1ed3c908_2b5b97e30,https://hoodie431.lofter.com/,2022-06-14,14,14,14,14,14,14,14,452,0,0,0,0,0,0,0
453,会失而复得吗/ggad,text,🏖蒋,https://4976782755.lofter.com/post/4b6a66c8_2b5b9a642,https://4976782755.lofter.com/,2022-06-14,23,23,23,23,23,23,23,453,0,0,0,0,0,0,0
454,None,img,Chert☆,https://chert1025.lofter.com/post/73ea7097_2b5b975b1,https://chert1025.lofter.com/,2022-06-14,148,154,154,166,168,169,169,454,6,0,12,2,1,0,21
455,【GGAD】魔法奇迹（三十四）,text,木逸空,https://2904700490.lofter.com/post/1f9c9bca_2b5b99e3b,https://2904700490.lofter.com/,2022-06-14,29,29,29,30,30,31,31,455,0,0,1,0,1,0,2
456,None,img,诺,https://nuo1400295.lofter.com/post/74d13c74_2b5b97968,https://nuo1400295.lofter.com/,2022-06-14,684,744,779,806,831,869,900,456,60,35,27,25,38,31,216
457,暴君与玫瑰 04,text,君という光,https://junguang51690.lofter.com/post/741d006c_2b5b97cbf,https://junguang51690.lofter.com/,2022-06-14,35,36,36,40,43,43,43,457,1,0,4,3,0,0,8
458,【4K粉福】婚礼后的对峙,text,Albus Dumbledore,https://loveislove09446.lofter.com/post/4c6c0f62_2b5b9964b,https://loveislove09446.lofter.com/,2022-06-14,246,248,251,252,252,253,256,458,2,3,1,0,1,3,10
459,None,img,逃离盛夏,https://xurongbiao.lofter.com/post/1e3dd173_2b5b96557,https://xurongbiao.lofter.com/,2022-06-14,6,6,6,6,6,6,6,459,0,0,0,0,0,0,0
460,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b5b93f3e,https://shaoyedeqingpingguo40033.lofter.com/,2022-06-14,1056,1178,1237,1296,1366,1475,1555,460,122,59,59,70,109,80,499
461,【GGAD】阿不思•邓布利多的日记,text,一头要变廋的猪,https://yier720094.lofter.com/post/741e0d3b_2b5b980b9,https://yier720094.lofter.com/,2022-06-14,10,10,10,11,11,12,12,461,0,0,1,0,1,0,2
462,【GGAD】《血盟故障维修处》#8,text,红笔掉了,https://hongbidiaole.lofter.com/post/4c40725b_2b5b95d13,https://hongbidiaole.lofter.com/,2022-06-14,40,40,40,40,40,40,40,462,0,0,0,0,0,0,0
463,None,img,寻人启市ing,https://timelord99070.lofter.com/post/4cdebcbe_2b5b973e6,https://timelord99070.lofter.com/,2022-06-14,7,8,8,8,8,8,8,463,1,0,0,0,0,0,1
464,恢复更新公告,text,地精不是精,https://yun4810050.lofter.com/post/73f2a831_2b5b98678,https://yun4810050.lofter.com/,2022-06-14,9,11,11,11,11,11,11,464,2,0,0,0,0,0,2
465,关于离婚多年老父亲的二三事,text,咕咕咕,https://gongwu566.lofter.com/post/30c8cff7_2b5b96075,https://gongwu566.lofter.com/,2022-06-14,169,169,175,177,177,177,178,465,0,6,2,0,0,1,9
466,【GGAD】肖像,text,漫玟.（wen）,https://xinqingyizhan23453.lofter.com/post/31ca05d1_2b5b13ad1,https://xinqingyizhan23453.lofter.com/,2022-06-14,26,26,26,26,26,26,26,466,0,0,0,0,0,0,0
467,【GGAD】格查尔鸟 （5） 《狐妖小红娘》AU,text,忘年碎冰冰,https://cirenxingmingbuxiang.lofter.com/post/1e58c527_2b5b9634f,https://cirenxingmingbuxiang.lofter.com/,2022-06-14,16,17,17,17,17,17,18,467,1,0,0,0,0,1,2
468,【论坛体】hp同人激情产物，慎入,text,烨烨🍏,https://eee4607235.lofter.com/post/74a290c7_2b5b953bc,https://eee4607235.lofter.com/,2022-06-14,13,15,17,18,18,18,18,468,2,2,1,0,0,0,5
469,【授翻】GGAD之有问必答（8/9）,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5b92d94,https://moinmoin150.lofter.com/,2022-06-14,38,38,38,38,38,38,39,469,0,0,0,0,0,1,1
470,GGAD 《纽蒙迦德爱情故事》,text,麦子单推人,https://maizidantuiren.lofter.com/post/74cac39a_2b5b8f1d3,https://maizidantuiren.lofter.com/,2022-06-14,7,7,7,7,7,7,7,470,0,0,0,0,0,0,0
471,神奇动物在哪里3 观后感,text,一头要变廋的猪,https://yier720094.lofter.com/post/741e0d3b_2b5b911d1,https://yier720094.lofter.com/,2022-06-14,11,12,12,12,12,12,12,471,1,0,0,0,0,0,1
472,None,img,Ksama-X,https://ksama-x.lofter.com/post/1d0399ac_2b5b8b4ca,https://ksama-x.lofter.com/,2022-06-14,125,125,127,127,127,128,128,472,0,2,0,0,1,0,3
473,嘿！谁还不是个重生的了？,text,云梦清,https://qiu77622.lofter.com/post/1ef69b7a_2b5b8ef28,https://qiu77622.lofter.com/,2022-06-14,157,165,166,173,175,180,190,473,8,1,7,2,5,10,33
474,None,img,Burke,https://wenruohan430.lofter.com/post/3117898f_2b5b8dbbb,https://wenruohan430.lofter.com/,2022-06-14,8,8,8,8,8,8,8,474,0,0,0,0,0,0,0
475,None,img,看到走来的逆家吓得我赶紧打一套军体拳,https://shuidaozhongwuhaoye.lofter.com/post/204d2b1b_2b5b8be51,https://shuidaozhongwuhaoye.lofter.com/,2022-06-13,1,1,1,1,1,1,1,475,0,0,0,0,0,0,0
476,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5b8d419,https://zhonger84482.lofter.com/,2022-06-13,64,65,66,66,68,68,68,476,1,1,0,2,0,0,4
477,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5b901c3,https://kemengyingxin.lofter.com/,2022-06-13,112,115,116,120,124,128,129,477,3,1,4,4,4,1,17
478,我捍卫你的爱 第十八章,text,陈埃,https://chenai226.lofter.com/post/2011526d_2b5b86f88,https://chenai226.lofter.com/,2022-06-13,8,10,10,13,14,14,14,478,2,0,3,1,0,0,6
479,有关糖,text,Neville Jane Olanjeuf⃒⃘⃤,https://fanmaihuanghundewenrou.lofter.com/post/4bdd0961_2b5b89413,https://fanmaihuanghundewenrou.lofter.com/,2022-06-13,7,7,7,7,7,7,7,479,0,0,0,0,0,0,0
480,【GGAD】假如GGAD有个娃,text,一只毛线球  ⃒⃘⃤,https://fluffyball.lofter.com/post/30bf7df9_2b5b8e670,https://fluffyball.lofter.com/,2022-06-13,219,222,226,233,248,262,269,480,3,4,7,15,14,7,50
481,事情是这样的（1）,text,冰的月饼不好恰,https://aowu165406.lofter.com/post/4b6d1edd_2b5b8bc46,https://aowu165406.lofter.com/,2022-06-13,3,3,3,3,3,3,3,481,0,0,0,0,0,0,0
482,【吐槽：两个压榨员工的上司】（上）,text,坩埚,https://maolingzi80231.lofter.com/post/74422934_2b5b43be1,https://maolingzi80231.lofter.com/,2022-06-13,33,33,33,33,33,35,35,482,0,0,0,0,2,0,2
483,【GGAD】Winer,text,解悠,https://junjiuqing51439.lofter.com/post/32224200_2b5b89a6e,https://junjiuqing51439.lofter.com/,2022-06-13,6,6,7,7,7,7,7,483,0,1,0,0,0,0,1
484,【ggAD】鲜花盛开的森林 15,text,高跟鞋骑士,https://bailuwenjiu.lofter.com/post/1f090641_2b5b8a112,https://bailuwenjiu.lofter.com/,2022-06-13,87,89,90,92,93,93,93,484,2,1,2,1,0,0,6
485,哈德未来的的孩子观影体,text,陌染,https://azuotiandefeng.lofter.com/post/31943d82_2b5b8b81b,https://azuotiandefeng.lofter.com/,2022-06-13,139,150,155,163,166,168,170,485,11,5,8,3,2,2,31
486,【GGAD】轻声呼唤我的名字 2,text,一杯凉白开,https://xiaoyaoguaren.lofter.com/post/4c08604f_2b5b88a0b,https://xiaoyaoguaren.lofter.com/,2022-06-13,55,57,58,59,59,59,63,486,2,1,1,0,0,4,8
487,【HP阅读体】No.1,text,Sickgirl,https://sickgirl41654.lofter.com/post/7448096a_2b5b5cdc4,https://sickgirl41654.lofter.com/,2022-06-13,19,19,20,20,20,19,19,487,0,1,0,0,-1,0,0
488,【阅读体】阅读《和玛丽苏开玩笑》,text,斯莱特林的本疯子是秦王子婴无脑吹,https://elsadevil.lofter.com/post/1f43943e_2b5b85fc9,https://elsadevil.lofter.com/,2022-06-13,151,157,158,158,162,163,165,488,6,1,0,4,1,2,14
489,【GGAD】假如邓布利多才是保密人,text,佟滦,https://ameliagrindelwald.lofter.com/post/309c784b_2b5b88115,https://ameliagrindelwald.lofter.com/,2022-06-13,45,48,52,53,70,80,93,489,3,4,1,17,10,13,48
490,6 此时的gg还没有意识到这是两个ad未来最喜欢的学生…,text,半夜又饿醒了,https://banyeyouexingle.lofter.com/post/74375a6a_2b5b8327b,https://banyeyouexingle.lofter.com/,2022-06-13,78,79,80,81,82,82,83,490,1,1,1,1,0,1,5
491,None,img,尚恩鹅鹅鹅鹅鹅鹅鹅,https://shangeneeeeeee.lofter.com/post/74dbd205_2b5b85ef8,https://shangeneeeeeee.lofter.com/,2022-06-13,9,9,9,9,9,10,11,491,0,0,0,0,1,1,2
492,[GGAD]格格不入20,text,青汤光肉,https://meatsoup.lofter.com/post/228818_2b5b8269d,https://meatsoup.lofter.com/,2022-06-13,271,271,271,271,271,272,273,492,0,0,0,0,1,1,2
493,None,img,数斯_,https://shusi44396.lofter.com/post/74dcffc9_2b5b83d80,https://shusi44396.lofter.com/,2022-06-13,6,6,6,6,6,6,6,493,0,0,0,0,0,0,0
494,【GGAD】Sacrifice 78（使女AU/ABO/带球跑）,text,炫耀此生,https://xuanyaocisheng0301.lofter.com/post/1ffdab16_2b5b840db,https://xuanyaocisheng0301.lofter.com/,2022-06-13,151,151,151,152,153,153,154,494,0,0,1,1,0,1,3
