,Headline,Type,Username,URL,User URL,Date,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,index,change1,change2,change3,change4,change5,change6,total_change
261,一个关于如果gg死在1945年的决斗中之后的奇葩脑洞,text,一别经年,https://1917131684.lofter.com/post/1d78a8ef_2b55c180c,https://1917131684.lofter.com/,2022-05-05,24,24,24,24,24,24,24,261,0,0,0,0,0,0,0
262,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b55b4b75,https://zhonger84482.lofter.com/,2022-05-04,66,66,66,66,68,68,68,262,0,0,0,2,0,0,2
263,格林德沃小姐,text,Neville Jane Olanjeuf⃒⃘⃤,https://fanmaihuanghundewenrou.lofter.com/post/4bdd0961_2b55b3cd8,https://fanmaihuanghundewenrou.lofter.com/,2022-05-04,221,221,222,222,236,242,242,263,0,1,0,14,6,0,21
264,None,img,Marika,https://xiaokun680.lofter.com/post/30f7f335_2b55b327e,https://xiaokun680.lofter.com/,2022-05-04,10,10,10,10,10,12,12,264,0,0,0,0,2,0,2
265,〖ADGG〗殁,text,楚阿米,https://chuzizhi.lofter.com/post/2023f526_2b55ad14a,https://chuzizhi.lofter.com/,2022-05-04,310,313,315,315,318,318,318,265,3,2,0,3,0,0,8
266,【ADGG】红白玫瑰（36）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b55a809b,https://banzhujiang.lofter.com/,2022-05-04,102,107,109,109,109,111,111,266,5,2,0,0,2,0,9
267,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5586242,https://zhonger84482.lofter.com/,2022-05-03,89,89,89,89,91,91,91,267,0,0,0,2,0,0,2
268,【ggad】格林德沃的自白,text,纖.Cikey,https://ningmengxiaoying.lofter.com/post/4c62d7eb_2b557dacf,https://ningmengxiaoying.lofter.com/,2022-05-03,12,12,12,13,13,13,13,268,0,0,1,0,0,0,1
269,None,img,姬绾扶。,https://yizui12459.lofter.com/post/4ca62733_2b55775dc,https://yizui12459.lofter.com/,2022-05-03,57,57,57,57,57,57,57,269,0,0,0,0,0,0,0
270,None,img,⭐星枕寒流⭐,https://xingzhenhanliu.lofter.com/post/1ff8a846_2b5574e9f,https://xingzhenhanliu.lofter.com/,2022-05-03,12,12,12,12,12,12,12,270,0,0,0,0,0,0,0
271,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b555dea2,https://moinmoin150.lofter.com/,2022-05-03,392,392,395,396,399,401,401,271,0,3,1,3,2,0,9
272,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b555923c,https://zhonger84482.lofter.com/,2022-05-02,93,93,93,93,95,95,95,272,0,0,0,2,0,0,2
273,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b55542f1,https://andydufresne66959.lofter.com/,2022-05-02,166,169,169,169,169,169,169,273,3,0,0,0,0,0,3
274,【ADGG】红白玫瑰（35）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b554db53,https://banzhujiang.lofter.com/,2022-05-02,63,68,69,69,69,71,71,274,5,1,0,0,2,0,8
275,【GGAD】爱与孤独（8）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b5548491,https://cissy51358.lofter.com/,2022-05-02,11,11,11,11,11,11,11,275,0,0,0,0,0,0,0
276,［fb3］用作文审题法打开“还有谁会爱你”,text,璃夏Madeleline.,https://shilixiaya90452.lofter.com/post/31993803_2b5541f9f,https://shilixiaya90452.lofter.com/,2022-05-02,15,16,16,16,16,16,16,276,1,0,0,0,0,0,1
277,None,img,纖.Cikey,https://ningmengxiaoying.lofter.com/post/4c62d7eb_2b5541eb4,https://ningmengxiaoying.lofter.com/,2022-05-02,13,13,13,14,14,14,14,277,0,0,1,0,0,0,1
278,None,img,除了我还有谁会爱你？,https://kaitangshoujieke93541.lofter.com/post/7431e818_2b5532aec,https://kaitangshoujieke93541.lofter.com/,2022-05-02,11,11,11,11,11,11,11,278,0,0,0,0,0,0,0
279,记个大概率不填的脑洞,text,夙玉,https://suyu2868.lofter.com/post/1f6096b9_2b5527e4e,https://suyu2868.lofter.com/,2022-05-01,7,7,7,7,7,7,7,279,0,0,0,0,0,0,0
280,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5526717,https://zhonger84482.lofter.com/,2022-05-01,87,87,87,87,91,91,91,280,0,0,0,4,0,0,4
281,None,img,纪11,https://munan39168.lofter.com/post/4c315aee_2b5525330,https://munan39168.lofter.com/,2022-05-01,3,3,3,3,3,3,3,281,0,0,0,0,0,0,0
282,【adgg】惩罚啦,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b55241f8,https://andydufresne66959.lofter.com/,2022-05-01,261,261,261,274,281,281,281,282,0,0,13,7,0,0,20
283,【ADGG】红白玫瑰（33，34）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b551c939,https://banzhujiang.lofter.com/,2022-05-01,73,78,79,79,79,80,80,283,5,1,0,0,1,0,7
284,神奇动物三观后感,text,KAKf,https://kakf5.lofter.com/post/1f5ca4d1_2b551d812,https://kakf5.lofter.com/,2022-05-01,13,13,13,13,13,13,13,284,0,0,0,0,0,0,0
285,None,img,想喝奶茶,https://bu167.lofter.com/post/1f454d2c_2b55155b8,https://bu167.lofter.com/,2022-05-01,73,73,73,73,73,74,74,285,0,0,0,0,1,0,1
286,爱与不爱的漫长告别,text,糖糕糕,https://mushrovom.lofter.com/post/1d512917_2b54f6099,https://mushrovom.lofter.com/,2022-05-01,364,366,368,373,378,378,378,286,2,2,5,5,0,0,14
287,刚看完邓布利多之谜出来,text,马岱拉的海水,https://511610954.lofter.com/post/1d167808_2b54f7d85,https://511610954.lofter.com/,2022-04-30,14,14,14,14,14,14,14,287,0,0,0,0,0,0,0
288,None,img,明月清风,https://bingjiao104.lofter.com/post/30ba4439_2b54f4e87,https://bingjiao104.lofter.com/,2022-04-30,21,21,21,21,21,21,21,288,0,0,0,0,0,0,0
289,Iðunn,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b54f646f,https://zhonger84482.lofter.com/,2022-04-30,102,103,103,103,103,103,103,289,1,0,0,0,0,0,1
290,【ADGG】红白玫瑰（33）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b54edef7,https://banzhujiang.lofter.com/,2022-04-30,69,74,75,75,75,78,78,290,5,1,0,0,3,0,9
291,在ad是魔法部部长的那个au中，gg是怎样的呢？,text,秒年岛-相对论,https://secyear.lofter.com/post/1ce05ea9_2b54e54b1,https://secyear.lofter.com/,2022-04-30,15,15,15,15,15,15,15,291,0,0,0,0,0,0,0
292,None,img,纪11,https://munan39168.lofter.com/post/4c315aee_2b54f3572,https://munan39168.lofter.com/,2022-04-30,4,4,4,4,4,4,4,292,0,0,0,0,0,0,0
293,None,img,纪11,https://munan39168.lofter.com/post/4c315aee_2b54f4fe3,https://munan39168.lofter.com/,2022-04-30,12,12,12,12,13,13,13,293,0,0,0,1,0,0,1
294,’Second time around‘,text,Heloise.Grindelwald,https://yunju64466.lofter.com/post/31998fa4_2b54eabe0,https://yunju64466.lofter.com/,2022-04-30,42,42,42,43,45,45,45,294,0,0,1,2,0,0,3
295,【ADGG】红白玫瑰（32）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b54c285d,https://banzhujiang.lofter.com/,2022-04-29,124,127,128,128,128,129,129,295,3,1,0,0,1,0,5
296,邓布利多坠塔三十秒｜场景十题。,text,姬绾扶。,https://yizui12459.lofter.com/post/4ca62733_2b54c1110,https://yizui12459.lofter.com/,2022-04-29,69,69,69,69,69,69,69,296,0,0,0,0,0,0,0
297,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b54b454d,https://andydufresne66959.lofter.com/,2022-04-29,188,190,190,191,192,192,192,297,2,0,1,1,0,0,4
298,None,img,阿德加的天狼星,https://9359333868.lofter.com/post/4ba61b7f_2b54ae8f2,https://9359333868.lofter.com/,2022-04-29,8,8,8,8,8,8,8,298,0,0,0,0,0,0,0
299,None,img,姬绾扶。,https://yizui12459.lofter.com/post/4ca62733_2b54ad86b,https://yizui12459.lofter.com/,2022-04-29,18,18,18,18,18,18,18,299,0,0,0,0,0,0,0
300,Iðunn,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b54a5a21,https://zhonger84482.lofter.com/,2022-04-28,104,105,105,105,105,105,105,300,1,0,0,0,0,0,1
301,【ADGG】繁华落尽【三】,text,Silver Sea,https://silversea886.lofter.com/post/1e1c7e12_2b54a78b6,https://silversea886.lofter.com/,2022-04-28,78,78,78,78,78,79,79,301,0,0,0,0,1,0,1
302,【ADGG】繁华落尽【二】,text,Silver Sea,https://silversea886.lofter.com/post/1e1c7e12_2b54a56f6,https://silversea886.lofter.com/,2022-04-28,95,95,95,95,95,96,96,302,0,0,0,0,1,0,1
303,None,img,Capricornus,https://capricornus07519.lofter.com/post/74738c47_2b549b46d,https://capricornus07519.lofter.com/,2022-04-28,26,26,26,26,26,26,26,303,0,0,0,0,0,0,0
304,【GGAD】爱与孤独（番外）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b549a47c,https://cissy51358.lofter.com/,2022-04-28,45,45,45,45,45,45,45,304,0,0,0,0,0,0,0
305,【ADGG】红白玫瑰（31）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b549a44f,https://banzhujiang.lofter.com/,2022-04-28,110,115,116,116,116,117,117,305,5,1,0,0,1,0,7
306,Choice（二）,text,初夏的风木,https://chuxiadefengmu.lofter.com/post/74443b56_2b548cdb3,https://chuxiadefengmu.lofter.com/,2022-04-28,718,721,724,724,726,726,726,306,3,3,0,2,0,0,8
307,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b548ef26,https://shaoyedeqingpingguo40033.lofter.com/,2022-04-28,197,197,197,197,197,199,199,307,0,0,0,0,2,0,2
308,None,img,除了我还有谁会爱你？,https://kaitangshoujieke93541.lofter.com/post/7431e818_2b548845e,https://kaitangshoujieke93541.lofter.com/,2022-04-28,13,13,13,13,13,13,13,308,0,0,0,0,0,0,0
309,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b547fa34,https://andydufresne66959.lofter.com/,2022-04-27,141,143,143,143,143,143,143,309,2,0,0,0,0,0,2
310,【红白玫瑰】（30）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b54855ff,https://banzhujiang.lofter.com/,2022-04-27,131,137,138,139,139,140,140,310,6,1,1,0,1,0,9
311,【ADGG/ALLGG/P/W/P】海底,text,一只大云朵,https://averyhugecloud.lofter.com/post/1e217956_2b5454d7f,https://averyhugecloud.lofter.com/,2022-04-27,48,48,48,48,48,48,48,311,0,0,0,0,0,0,0
312,None,img,除了我还有谁会爱你？,https://kaitangshoujieke93541.lofter.com/post/7431e818_2b547ce9e,https://kaitangshoujieke93541.lofter.com/,2022-04-27,11,11,11,11,11,11,11,312,0,0,0,0,0,0,0
313,None,img,Omisoka Nenko,https://mochi52885.lofter.com/post/741625e5_2b5465d7d,https://mochi52885.lofter.com/,2022-04-26,30,30,30,30,30,30,30,313,0,0,0,0,0,0,0
314,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b5461920,https://andydufresne66959.lofter.com/,2022-04-26,129,131,131,131,131,131,131,314,2,0,0,0,0,0,2
315,None,img,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b545ccda,https://andydufresne66959.lofter.com/,2022-04-26,14,14,14,14,14,14,14,315,0,0,0,0,0,0,0
316,【ADGG】红白玫瑰（二十九）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b545bccb,https://banzhujiang.lofter.com/,2022-04-26,140,145,147,148,149,151,151,316,5,2,1,1,2,0,11
317,ADGG-群百人福利（虽然还没有真正百人）,text,千•瓦（格林德沃是我老婆 回复请先看简介）,https://kw26597.lofter.com/post/4b98fd4b_2b544f1f3,https://kw26597.lofter.com/,2022-04-26,15,15,16,16,16,16,16,317,0,1,0,0,0,0,1
318,Choice（GG中心）（一）,text,初夏的风木,https://chuxiadefengmu.lofter.com/post/74443b56_2b544b144,https://chuxiadefengmu.lofter.com/,2022-04-25,651,655,658,658,661,661,661,318,4,3,0,3,0,0,10
319,【ADGG】红白玫瑰（二十八）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b5445cef,https://banzhujiang.lofter.com/,2022-04-25,130,135,136,137,137,139,139,319,5,1,1,0,2,0,9
320,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b543f011,https://zhonger84482.lofter.com/,2022-04-25,122,122,122,122,124,125,125,320,0,0,0,2,1,0,3
321,求文！,text,Heloise.Grindelwald,https://yunju64466.lofter.com/post/31998fa4_2b543b5d4,https://yunju64466.lofter.com/,2022-04-25,37,37,37,37,38,38,38,321,0,0,0,1,0,0,1
322,问问关于原著的事,text,岚璟楚辽,https://lanjingchuliao895.lofter.com/post/1f529b0a_2b543be3d,https://lanjingchuliao895.lofter.com/,2022-04-25,2,2,2,2,2,2,2,322,0,0,0,0,0,0,0
323,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b542ed10,https://moinmoin150.lofter.com/,2022-04-25,819,819,820,820,820,820,820,323,0,1,0,0,0,0,1
324,HP 救世主的舅舅,text,Omisoka Nenko,https://mochi52885.lofter.com/post/741625e5_2b542a93f,https://mochi52885.lofter.com/,2022-04-24,31,31,31,31,31,31,31,324,0,0,0,0,0,0,0
325,【ADGG】红白玫瑰（二十七）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b542335b,https://banzhujiang.lofter.com/,2022-04-24,144,150,151,152,152,153,153,325,6,1,1,0,1,0,9
326,【GGAD】爱与孤独（7）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b5391d87,https://cissy51358.lofter.com/,2022-04-24,22,22,22,22,22,22,22,326,0,0,0,0,0,0,0
327,【ADGG】红白玫瑰（二十六）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b541f1f8,https://banzhujiang.lofter.com/,2022-04-24,127,132,133,133,134,135,135,327,5,1,0,1,1,0,8
328,【授翻】德姆斯特朗的最佳学生（40.2）,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b54175ac,https://moinmoin150.lofter.com/,2022-04-24,88,88,88,88,89,89,89,328,0,0,0,1,0,0,1
329,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b540fd11,https://shaoyedeqingpingguo40033.lofter.com/,2022-04-24,236,236,236,236,236,236,236,329,0,0,0,0,0,0,0
330,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b540f3f0,https://moinmoin150.lofter.com/,2022-04-24,198,199,199,199,199,199,199,330,1,0,0,0,0,0,1
331,呵呵……不愧是你们,text,冷夕,https://dongfangbubai051.lofter.com/post/1f0e4a58_2b540c315,https://dongfangbubai051.lofter.com/,2022-04-24,18,18,18,18,18,18,18,331,0,0,0,0,0,0,0
332,【ggadgg】新生时代 00,text,＿阡陌.,https://qianmo37489.lofter.com/post/73d0399b_2b540b9c7,https://qianmo37489.lofter.com/,2022-04-23,19,19,19,19,19,19,19,332,0,0,0,0,0,0,0
333,HP 救世主的舅舅,text,Omisoka Nenko,https://mochi52885.lofter.com/post/741625e5_2b5408191,https://mochi52885.lofter.com/,2022-04-23,42,42,42,42,42,42,42,333,0,0,0,0,0,0,0
334,【ADGG】繁华落尽,text,Silver Sea,https://silversea886.lofter.com/post/1e1c7e12_2b540a700,https://silversea886.lofter.com/,2022-04-23,167,171,172,172,173,174,174,334,4,1,0,1,1,0,7
335,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b540b94d,https://moinmoin150.lofter.com/,2022-04-23,638,638,638,638,638,638,638,335,0,0,0,0,0,0,0
336,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5402be6,https://zhonger84482.lofter.com/,2022-04-23,118,118,118,118,120,120,120,336,0,0,0,2,0,0,2
337,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53fd398,https://andydufresne66959.lofter.com/,2022-04-23,119,122,122,122,122,123,123,337,3,0,0,0,1,0,4
338,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53f9b1e,https://banzhujiang.lofter.com/,2022-04-23,108,114,115,115,115,116,116,338,6,1,0,0,1,0,8
339,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53fda1d,https://banzhujiang.lofter.com/,2022-04-23,76,81,82,82,82,83,83,339,5,1,0,0,1,0,7
340,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53fc392,https://banzhujiang.lofter.com/,2022-04-23,81,86,87,87,87,88,88,340,5,1,0,0,1,0,7
341,【ADGG】红白玫瑰（二十五）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53fa983,https://banzhujiang.lofter.com/,2022-04-23,89,94,95,95,95,96,96,341,5,1,0,0,1,0,7
342,【GGAD】爱与孤独（6）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b5300735,https://cissy51358.lofter.com/,2022-04-23,23,23,23,23,23,23,23,342,0,0,0,0,0,0,0
343,【斯莉】生命的尽头,text,穆然,https://qiantuwuliang21525.lofter.com/post/74093876_2b53e5ea8,https://qiantuwuliang21525.lofter.com/,2022-04-23,48,48,48,48,48,48,48,343,0,0,0,0,0,0,0
344,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b53e118a,https://moinmoin150.lofter.com/,2022-04-22,346,346,346,346,346,346,346,344,0,0,0,0,0,0,0
345,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53d44c9,https://andydufresne66959.lofter.com/,2022-04-22,129,131,131,131,131,131,131,345,2,0,0,0,0,0,2
346,Enemy,text,打烊,https://dayang03635.lofter.com/post/7470b998_2b53b2339,https://dayang03635.lofter.com/,2022-04-22,81,81,81,81,81,81,81,346,0,0,0,0,0,0,0
347,None,img,电灯泡它亮如白昼,https://hulanhe23476.lofter.com/post/740dfe2d_2b53ce01e,https://hulanhe23476.lofter.com/,2022-04-22,14,14,14,14,14,14,14,347,0,0,0,0,0,0,0
348,【ADGG】红白玫瑰（二十四）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53d0f8e,https://banzhujiang.lofter.com/,2022-04-22,81,86,87,87,87,88,88,348,5,1,0,0,1,0,7
349,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53c5edc,https://andydufresne66959.lofter.com/,2022-04-22,67,69,69,69,69,69,69,349,2,0,0,0,0,0,2
350,【始终是你尾声】我Vati的祝福,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b53ca2e9,https://moinmoin150.lofter.com/,2022-04-22,114,114,114,115,115,115,115,350,0,0,1,0,0,0,1
351,《世上最短章节》（狗尾）,text,XYan,https://xyans.lofter.com/post/4c54b97f_2b53ca9b8,https://xyans.lofter.com/,2022-04-22,29,29,29,29,29,29,29,351,0,0,0,0,0,0,0
352,〖ADGG〗〖gg中心〗孑,text,楚阿米,https://chuzizhi.lofter.com/post/2023f526_2b53c8e80,https://chuzizhi.lofter.com/,2022-04-22,536,538,542,545,552,556,556,352,2,4,3,7,4,0,20
353,ADGG|温柔地割开你的颈动脉02,text,c_ass_y,https://anotherpartofthenamecassy.lofter.com/post/1e9d638f_2b53bea76,https://anotherpartofthenamecassy.lofter.com/,2022-04-21,110,110,110,110,110,110,110,353,0,0,0,0,0,0,0
354,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b53b20f8,https://andydufresne66959.lofter.com/,2022-04-21,113,115,115,115,115,117,117,354,2,0,0,0,2,0,4
355,【ADGG】红白玫瑰（二十三）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53ad446,https://banzhujiang.lofter.com/,2022-04-21,137,142,143,144,145,148,148,355,5,1,1,1,3,0,11
356,【ADGG】一些脑洞,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53a79a4,https://banzhujiang.lofter.com/,2022-04-21,16,16,17,17,17,17,17,356,0,1,0,0,0,0,1
357,死期未至,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b53a2fcb,https://moinmoin150.lofter.com/,2022-04-21,136,137,138,138,138,138,138,357,1,1,0,0,0,0,2
358,None,img,想喝奶茶,https://bu167.lofter.com/post/1f454d2c_2b539e3c9,https://bu167.lofter.com/,2022-04-20,116,116,116,117,117,117,117,358,0,0,1,0,0,0,1
359,Iðunn,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b539c889,https://zhonger84482.lofter.com/,2022-04-20,122,125,125,125,125,125,125,359,3,0,0,0,0,0,3
360,None,img,孜然撒一身,https://rdhmerduohema.lofter.com/post/1f194ced_2b5395b55,https://rdhmerduohema.lofter.com/,2022-04-20,2828,2841,2852,2868,2881,2895,2895,360,13,11,16,13,14,0,67
361,【ADGG】红白玫瑰（二十二）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b538dc17,https://banzhujiang.lofter.com/,2022-04-20,104,109,110,110,110,111,111,361,5,1,0,0,1,0,7
362,【ADGG】红白玫瑰（二十一）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b536fd2b,https://banzhujiang.lofter.com/,2022-04-19,153,159,160,162,162,163,163,362,6,1,2,0,1,0,10
363,若非梦境,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b536d566,https://moinmoin150.lofter.com/,2022-04-19,54,53,53,53,53,53,53,363,-1,0,0,0,0,0,-1
364,电影ADGG,text,bellis漫漫,https://bellismanman.lofter.com/post/1eca78f5_2b5360e4a,https://bellismanman.lofter.com/,2022-04-18,12,12,12,12,12,12,12,364,0,0,0,0,0,0,0
365,None,img,想喝奶茶,https://bu167.lofter.com/post/1f454d2c_2b5360a63,https://bu167.lofter.com/,2022-04-18,24,24,24,24,24,24,24,365,0,0,0,0,0,0,0
366,None,img,南尘,https://tingyuluopingxixie.lofter.com/post/31b89ac4_2b535d1f6,https://tingyuluopingxixie.lofter.com/,2022-04-18,1230,1238,1240,1255,1265,1275,1275,366,8,2,15,10,10,0,45
367,None,img,酒武肆叁贰,https://jiuwusisaner.lofter.com/post/1eecce3e_2b535a7c1,https://jiuwusisaner.lofter.com/,2022-04-18,71,71,71,71,71,71,71,367,0,0,0,0,0,0,0
368,GGDM 飞鸟与荆棘14,text,曲酒还行（我和毕设迟早要疯一个）,https://nishuidelanjing.lofter.com/post/1ee93689_2b535c4c7,https://nishuidelanjing.lofter.com/,2022-04-18,72,72,72,72,72,72,72,368,0,0,0,0,0,0,0
369,旁观者,text,纪11,https://munan39168.lofter.com/post/4c315aee_2b53573ad,https://munan39168.lofter.com/,2022-04-18,10,10,10,10,10,10,10,369,0,0,0,0,0,0,0
370,【adgg】The Death of Rose,text,青崖山小龙女,https://andydufresne66959.lofter.com/post/31989391_2b5318b72,https://andydufresne66959.lofter.com/,2022-04-18,130,133,133,133,133,133,133,370,3,0,0,0,0,0,3
371,【ADGG】红白玫瑰（二十）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534ef0c,https://banzhujiang.lofter.com/,2022-04-18,145,152,153,153,153,155,155,371,7,1,0,0,2,0,10
372,None,img,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534e5b2,https://banzhujiang.lofter.com/,2022-04-18,125,130,131,132,132,133,133,372,5,1,1,0,1,0,8
373,None,img,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534cb5e,https://banzhujiang.lofter.com/,2022-04-18,49,50,50,50,50,51,51,373,1,0,0,0,1,0,2
374,【ADGG】红白玫瑰（十九）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b534e594,https://banzhujiang.lofter.com/,2022-04-18,133,138,139,139,139,141,141,374,5,1,0,0,2,0,8
375,爱情不及逻辑的一半有用,text,夜航,https://westwiththenight2021.lofter.com/post/1f6837ef_2b534b18a,https://westwiththenight2021.lofter.com/,2022-04-18,7,7,7,7,7,7,7,375,0,0,0,0,0,0,0
376,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5346d9c,https://moinmoin150.lofter.com/,2022-04-18,716,716,716,717,717,718,718,376,0,0,1,0,1,0,2
377,None,img,粥粥派派在一起,https://zhouzhoupaipaizaiyiqi.lofter.com/post/4d06b457_2b5343418,https://zhouzhoupaipaizaiyiqi.lofter.com/,2022-04-18,6,6,6,6,6,6,6,377,0,0,0,0,0,0,0
378,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5336e2d,https://zhonger84482.lofter.com/,2022-04-17,114,114,114,114,116,116,116,378,0,0,0,2,0,0,2
379,说真的，我是个啥？？？？（占tag致歉）（一年后再看到可能会尴尬死）,text,千•瓦（格林德沃是我老婆 回复请先看简介）,https://kw26597.lofter.com/post/4b98fd4b_2b533920f,https://kw26597.lofter.com/,2022-04-17,31,31,31,31,31,31,31,379,0,0,0,0,0,0,0
380,【ADGG】红白玫瑰（十八）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b532aab7,https://banzhujiang.lofter.com/,2022-04-17,186,190,191,192,192,194,194,380,4,1,1,0,2,0,8
381,【授翻】德姆斯特朗的最佳学生（40.1）,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5325571,https://moinmoin150.lofter.com/,2022-04-17,69,71,71,71,71,71,71,381,2,0,0,0,0,0,2
382,【ADGG】红白玫瑰（十七）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b531d15d,https://banzhujiang.lofter.com/,2022-04-17,133,138,139,140,140,143,143,382,5,1,1,0,3,0,10
383,None,img,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5319eed,https://moinmoin150.lofter.com/,2022-04-17,1696,1705,1719,1733,1742,1760,1760,383,9,14,14,9,18,0,64
384,ADGG|温柔地割开你的颈动脉01,text,c_ass_y,https://anotherpartofthenamecassy.lofter.com/post/1e9d638f_2b5309e2a,https://anotherpartofthenamecassy.lofter.com/,2022-04-16,215,215,215,215,215,215,215,384,0,0,0,0,0,0,0
385,【ADGG】红白玫瑰（十六）,text,沨森空响,https://banzhujiang.lofter.com/post/1f6abc7b_2b53037b2,https://banzhujiang.lofter.com/,2022-04-16,194,199,200,201,201,203,203,385,5,1,1,0,2,0,9
386,【GGAD】爱与孤独（5）,text,司芊,https://cissy51358.lofter.com/post/73d3882e_2b52aea0d,https://cissy51358.lofter.com/,2022-04-16,24,24,24,26,26,26,26,386,0,0,2,0,0,0,2
387,None,img,高锥克山谷的萝莉   ⃒⃘⃤,https://gaozhuikeshangudeluoli.lofter.com/post/1f9724ff_2b52fca7a,https://gaozhuikeshangudeluoli.lofter.com/,2022-04-16,334,335,336,339,341,346,346,387,1,1,3,2,5,0,12
388,占tag致歉,text,千•瓦（格林德沃是我老婆 回复请先看简介）,https://kw26597.lofter.com/post/4b98fd4b_2b52fa273,https://kw26597.lofter.com/,2022-04-16,23,23,23,23,23,23,23,388,0,0,0,0,0,0,0
